source,current_name,proposed_name,name_decision,name_rationale,module,kind,parameter,current_default,default_decision,default_rationale,migration_note
pyo3,fit_bifactor_grm,fit_bifactor_grm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,q_general,21,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_bifactor_grm,fit_bifactor_grm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,q_specific,11,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_bifactor_grm,fit_bifactor_grm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,seed,0x9E37_79B9_7F4A_7C15,require,ADR-0028 rule 3: stochastic routines must not ship a default seed -> required argument.,"Deprecation: keep seed=0x9E37_79B9_7F4A_7C15 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_bifactor_grm,fit_bifactor_grm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,tol,1e-6,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-6 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,anchor,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,device,"""cpu""",keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,estimate_specific_vars,false,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,n_starts,1,require,ADR-0028 rule 1: replicate/bootstrap/draw count; no Monte-Carlo-error source cited -> required argument.,"Deprecation: keep n_starts=1 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,q_general,21,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,q_specific,11,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,seed,0x9E37_79B9_7F4A_7C15,require,ADR-0028 rule 3: stochastic routines must not ship a default seed -> required argument.,"Deprecation: keep seed=0x9E37_79B9_7F4A_7C15 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_bifactor_grm_multigroup,fit_bifactor_grm_multigroup,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,tol,1e-6,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-6 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_cdm,fit_cdm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_cdm,fit_cdm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,model,"""dina""",require,ADR-0028 rule 4: function is model-generic (not model-specific by name) -> model choice has no default.,"Deprecation: keep model=""dina"" accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_cdm,fit_cdm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,tol,1e-6,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-6 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_crm,fit_crm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_crm,fit_crm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,q_theta,41,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep q_theta=41 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_crm,fit_crm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,tol,1e-6,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-6 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_facets,fit_facets,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_facets,fit_facets,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,q_theta,41,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep q_theta=41 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_facets,fit_facets,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,tol,1e-6,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-6 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_gdina,fit_gdina,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_gdina,fit_gdina,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,tol,1e-6,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-6 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_gpcm,fit_gpcm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
pyo3,fit_gpcm,fit_gpcm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,node_rule,"""gh""",keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_gpcm,fit_gpcm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,q,21,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
pyo3,fit_gpcm,fit_gpcm,keep,"ADR-0028: PyO3 entry points are a private implementation detail, exempt from the public naming rules.",fast_mlsirm._core,function,tol,1e-6,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-6 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
